Work_Location,Age,Experience_Years,Work_Hours_Per_Week,Salary,Sleep_Hours,Social_Interactions,Productivity,Isolation_Score,WellBeing_Score,Stress_Level
Remote,32,9.2,42.6,9873,6.6,9.4,73.3,6.14,5.22,Medium
Remote,51,19.9,40.5,12969,6.4,4.2,80.5,8.47,1.97,High
Remote,21,0,39.2,7488,9,7.2,67.7,8.25,4.07,High
Remote,35,8.8,46.3,10021,6.1,1.6,66.7,7.18,1.66,High
Office,37,15.5,46.6,10108,5.1,5,68.1,2.76,1.92,High
Remote,48,26.1,40.6,14512,6.4,5,60,6.67,2.59,High
Office,32,9,38.1,8743,5.7,7.3,75.1,2.08,2.41,High
Remote,23,1.5,47.2,7235,5.7,2.5,70,4.17,3.71,High
Office,44,23,56.5,11850,7.1,5.3,80.1,3.07,4.18,High
Office,39,15.2,48.4,9315,6.4,8,61.7,3.15,4.34,High
Hybrid,40,16.2,42.3,10542,6.3,4.6,80,4.24,2.1,High
Remote,37,15,41.3,10945,7.1,5.4,67.7,8.37,2.61,High
Remote,46,22,33.1,12302,6,4.6,90.6,5.33,2.89,High
Hybrid,30,5.6,40.2,8046,6,2.6,64.8,1.85,2.63,High
Remote,49,23,41.6,14230,8.4,4.8,72.2,5.15,4.69,Medium
Remote,33,8.1,44.6,9331,6.9,1.2,82.1,8.43,2.33,High
Remote,38,16.4,37.4,11220,5.6,5.6,73.4,8.44,2.44,High
Hybrid,37,13.1,45.4,10097,4.9,6.5,65,3.51,3.65,High
Hybrid,22,0.9,43,6627,6.7,5.6,67.5,3.34,2.58,High
Hybrid,45,19.8,38.9,11755,7,4.2,63.4,4.04,3.64,High
Remote,43,14.6,43.3,11238,5.6,3.9,56,6.02,1.71,High
Remote,26,3.3,38.4,7759,7.4,3.2,75,6.76,2.97,High
Office,40,16.8,41,10793,6.7,2.7,68.5,1.13,2.97,High
Office,28,5.7,51.3,7699,8.7,4.7,80.2,3.34,4.92,Medium
Hybrid,49,25,42.4,13738,5.8,1.7,68.5,3.04,2.03,High
Remote,37,14.7,39.4,11101,7.7,6.2,76.4,8.21,4.29,High
Office,45,20.8,52.6,11957,6.4,6.3,73.9,2.48,3.3,High
Office,32,6.9,48,7303,6.3,2.9,72.5,4.85,1.89,High
Office,26,4.2,52.3,7186,7.2,4.4,66.6,3.05,3.51,High
Office,32,8.9,40.9,8743,5.8,3.1,77.1,2.49,3.51,High
Remote,25,3.4,51.4,8613,6.7,3,70.3,6.09,2.71,High
Remote,59,31.4,40.5,15969,6.3,4.2,72.9,7.03,2.28,High
Hybrid,41,19.9,44.5,12621,5.5,5.4,93,2.26,4.13,High
Remote,35,10.9,50.4,9882,5.9,3.7,75.2,6.2,2.89,High
Office,37,9.9,47.9,9280,5,4.4,82.1,4.47,1.56,High
Office,29,6.4,52.6,7532,6.2,4.3,56.2,4.26,2.59,High
Office,26,3.1,37.9,6482,6.8,5.8,70.5,2.09,4.63,Medium
Remote,24,2.6,37.8,7195,7.6,4.1,74,7.02,2.55,High
Remote,25,3.9,44.8,8087,6.2,1.7,100,6.72,1.07,High
Remote,32,9,36.7,9155,6.4,1.8,86.5,5.04,1.87,High
Remote,21,0,43.5,5893,6.9,2.2,51.6,7.17,0.84,High
Remote,29,5.6,30,9163,6.1,6.7,67.6,3.84,4,High
Office,40,18.1,39.8,11553,6.5,1.7,71.2,3.23,2.79,High
Office,29,5.9,52.3,7860,4,4.1,70.2,2.31,2.3,High
Hybrid,21,0,50.9,5726,5.3,6.6,51.6,4.73,4.35,High
Office,42,18.8,47.4,10608,6.8,5.7,48.8,2.47,4.27,High
Hybrid,43,16.2,39.4,11516,6,3.6,88.6,4.16,3.44,High
Hybrid,31,6.8,46.8,8758,6.8,4.8,59.4,3.68,3.51,High
Office,21,0,46.5,6151,7,6.3,63.8,2.35,3.59,High
Remote,29,7.1,47,8799,4.7,3.2,79.6,8.48,1.78,High
Office,41,18.3,60,10280,5.1,3.4,81.2,3.33,2.69,High
Office,29,7.9,51.8,8314,5.8,1.3,81.1,2.25,3.17,High
Remote,28,6.4,31.3,8004,5.4,4.6,91.3,5.4,2.98,High
Remote,23,1.6,41.9,7985,6.5,2,81.9,3.24,3.46,High
Remote,39,13.5,37.8,10807,6.8,8.7,93.2,7.53,4.19,High
Remote,42,14.8,36.5,11765,7.2,4.2,81.1,6.72,4.36,High
Hybrid,30,8.5,44.2,8967,6.8,3.1,53.9,4.1,4.36,High
Remote,42,14.3,42.4,11106,5.3,7.3,83.1,7.59,3.91,High
Remote,22,0.8,30,6649,7.6,8.3,95,7.42,4.26,High
Office,36,12.9,38.4,9199,6.5,9.7,70.8,1.91,5.87,Medium
Remote,34,9.3,43.6,9721,5.6,7.7,78.7,5.33,3.12,High
Hybrid,45,18.9,50.4,12660,5.1,7.4,71.7,4.34,2.87,High
Office,42,13.6,41.4,9290,6.7,2.8,65.5,2.03,3.75,High
Office,37,14.1,49.6,9591,5.5,8.4,55.5,2.82,3.47,High
Hybrid,35,12.9,40.2,9705,5.8,5.5,73.2,6.6,3.19,High
Remote,37,14,45.9,11808,5.4,6.6,67.7,5.97,2.88,High
Remote,47,23.2,40.6,13435,6.3,6.5,58.4,7.06,1.94,High
Remote,40,14.5,32.8,10678,6.9,6.9,75.9,7.36,2.92,High
Hybrid,22,0.6,40.8,6397,7.9,3.9,81.9,3.94,3.29,High
Remote,21,0,46.7,7660,7.7,2.2,78.5,7.42,3.83,High
Office,31,9,43.4,8111,5.6,4.1,68.2,2.93,3.27,High
Remote,24,1.9,37.7,7788,7.4,6.3,70.5,8.6,2.59,High
Office,24,2.4,49.8,6419,6.6,2.9,57,4.25,3.22,High
Remote,33,10,45.2,10438,7.9,2.5,84.6,7.01,2,High
Remote,31,9.5,45,9641,5.7,7.1,64.9,5.41,3.98,High
Remote,29,7.6,43.3,8770,4.2,5.2,71.5,4.62,1.75,High
Remote,51,20.5,46.9,13481,7.5,4.4,74.3,7.83,3.06,High
Hybrid,22,0.7,39.2,6683,8,8.7,71,4.44,5.06,Medium
Remote,34,10.4,43.2,9897,6.2,7.5,71.6,5.02,3.43,High
Remote,21,0,30.7,6742,7.8,10,70.9,6.68,4.87,Medium
Remote,21,0,49.3,6600,6,6.4,56.8,5.28,2.09,High
Office,25,3,47.9,6512,5.7,7.8,96.3,2.22,4.8,Medium
Office,24,2.6,45.2,6005,7,6.1,71.5,3.02,4.26,High
Remote,35,11.6,42.2,10016,5.4,4.4,71.2,6.25,2.49,High
Office,21,0,36.2,6334,6.5,2.4,91.9,2.7,3.3,High
Remote,39,11.2,37.9,10750,7,5.4,59.3,7.49,4.21,High
Hybrid,21,0,46.2,6618,5.5,6.2,74.5,4.09,3.64,High
Remote,23,1.7,37,7689,4.6,4.7,65.6,8.37,1.13,High
Office,41,13,35.5,8949,6.5,7.9,81.6,2.2,4.76,Medium
Office,36,11.3,49.4,9413,6.6,2.6,72.4,1.35,2.79,High
Hybrid,34,12.8,47.9,9995,5.7,3.2,68.1,3.29,2.01,High
Hybrid,42,13.4,45.9,10948,7,5.9,83.4,4.38,3.29,High
Remote,32,9.3,46.1,10493,5.4,4.2,57.7,5.9,1.81,High
Remote,30,6.2,48.6,8410,5.1,6.4,65.7,5.46,2.48,High
Office,27,5,57.9,7440,6.6,2.9,60.3,3.54,3.26,High
Remote,36,10.5,48.4,9877,4.7,5.3,72.7,6.09,4.25,High
Hybrid,37,14.7,44.5,10547,7.9,7.2,79.4,6.26,3.96,High
Remote,39,15.9,43.9,11282,6.8,6.3,77.7,6.49,4.04,High
Remote,36,11.9,49,10248,7.3,6.1,79.5,4.65,3.72,High
Remote,42,16.1,48.7,11584,5.7,7.4,85.8,8.89,2.53,High
Remote,28,6.7,30.5,9037,6.6,6.7,87.7,6.06,4.72,Medium
Office,36,12.3,52.5,9884,5.9,3,63.1,2.1,1.93,High
Hybrid,42,13.1,46.5,9725,7.3,4.6,71.3,4.15,3.91,High
Remote,45,17.4,33.6,13301,4.3,4.6,64.2,5.56,3.11,High
Remote,30,7.4,41.1,10358,7,6,91.9,5.16,4.67,Medium
Remote,26,3.2,47.5,7276,7.6,4.8,72.2,5.86,2.93,High
Remote,24,2.3,34.7,7409,7.7,8.6,85.3,5.25,5.92,Medium
Hybrid,21,0,38.5,6855,4.9,2.8,71.7,3.65,1.81,High
Remote,45,19.9,44.8,13240,6.2,6.6,71.2,8.11,3.81,High
Office,37,10.1,40,9335,8.6,7,76.4,3.02,5.49,Medium
Hybrid,29,5.2,43.4,7387,6.3,5.8,79.8,3.65,4,High
Hybrid,29,6.2,45.5,8112,6.9,6.8,78.5,3.72,5.4,Medium
Office,37,14.9,47.8,10037,6.2,6.7,61.8,3.9,3.71,High
Hybrid,28,4.3,47.5,7243,5.8,1.9,62.7,3.63,2.15,High
Remote,40,15.5,39.8,11714,6.6,4,84.8,6.95,1.52,High
Hybrid,23,1.3,39.4,6926,6.9,8.6,85.5,3.69,3.95,High
Office,38,15.3,57.6,10552,7.2,3.4,58.8,3.39,3.55,High
Remote,24,2.8,38.4,7660,8.5,1.7,65.1,7.52,2.11,High
Remote,49,20.7,46.8,13138,6.4,3.2,85.7,6.4,2.68,High
Remote,35,8.5,43.3,9773,6.4,1.5,61.3,8.78,1.23,High
Office,29,4.9,47.3,7676,6.2,6.7,68.1,3.12,4.33,High
Office,33,11.2,47.9,8121,6.5,0.3,73.3,2.69,0.87,High
Office,30,7.9,43.2,8689,5.7,3,72,1.64,3.63,High
Remote,31,7.2,35.3,9354,7.1,7.1,71.1,6.47,3.06,High
Remote,26,4.8,43.4,8232,6.1,3.7,85.6,8.9,1.61,High
Remote,36,9.3,37.8,10167,6.1,2.3,78.4,7,1.02,High
Office,36,12.2,54,10285,5.1,3.4,66.3,3.06,2.08,High
Remote,32,10.3,44.9,9430,6.7,4.1,81,6.17,2.49,High
Remote,48,21.1,34.3,14058,5.3,7.3,63,7.18,1.96,High
Remote,36,14.8,39.6,11736,5.9,5,69.6,6.44,3.08,High
Hybrid,39,16.9,39,11647,8.1,7.1,80.7,3.47,6.95,Medium
Remote,44,17.9,42.5,12466,5.5,3.9,66.5,3.89,2.81,High
Remote,34,12.9,50.5,10811,5.4,7.5,77.6,7.88,2.9,High
Remote,39,17.3,43.3,10818,7.6,2.5,61.7,6.86,2.85,High
Office,35,12,42.7,9028,6.6,7.4,73.8,3.52,5.53,Medium
Hybrid,27,5.1,50.4,7920,5.3,7.1,72.1,3.26,3.15,High
Office,38,14,50.7,9947,5,5,63.1,4.15,1.7,High
Office,37,15.7,40.5,10673,5.2,6.3,66.1,2.54,4.36,High
Remote,29,5,37.4,7674,6.9,5.6,85.7,7,2.43,High
Hybrid,38,16.5,53.6,12236,5.9,5.4,82,5.06,2.85,High
Office,38,11.2,47.5,9601,6.3,5.9,64.8,2.82,3.29,High
Hybrid,26,3.9,44.4,6581,5.7,7,65.2,5.11,5.03,Medium
Remote,34,12.9,42.5,11063,5.7,7,76.3,5.15,3.51,High
Remote,26,4.2,50.6,8475,4,3.5,46.9,9.17,0.48,High
Office,33,10.7,44.7,7866,4.6,0.6,64.3,3.24,0.87,High
Office,27,3.8,43.1,7168,6,5.8,65.5,1.78,3.82,High
Office,31,8.5,50.9,7491,6.3,4,73.7,3.97,3.07,High
Office,42,14,52.8,9702,7.3,2.8,83,4.64,3.85,High
Remote,43,17.3,43.8,11743,8.7,7.3,76.7,6.55,3.7,High
Remote,35,9.9,46.7,9673,5.2,1.1,82,6.63,0.74,High
Office,29,7.7,52.9,7788,6.8,4.8,59.2,3.9,4.23,High
Hybrid,35,11,50,10010,5.7,5.3,79.9,3.98,3.42,High
Office,48,19.4,52.4,12099,4.9,6.5,71.8,2.84,3.75,High
Remote,21,0,40,6688,5,6.7,77.4,6.7,3.79,High
Office,38,16.9,44.1,10948,5.4,8.1,68.6,2.56,3.76,High
Remote,37,14.5,41.7,11402,5.5,5.3,75.2,5.58,3.12,High
Office,37,14.8,42.1,10197,6.8,1.8,62.4,3.02,3.71,High
Hybrid,33,10.5,42.1,8632,5.9,5.4,72.4,5.05,1.77,High
Remote,37,13.3,35.6,9725,6.8,4.1,97.8,7.61,3.01,High
Office,35,11.3,41.7,9220,4.8,3.3,81.2,2.47,2.18,High
Remote,37,15.5,48.4,11165,6.4,7.1,69.2,5.23,3.5,High
Remote,29,6,33.8,8921,8.1,4.5,67.5,5.61,3.83,High
Remote,43,19.9,42.4,13925,8,5.7,67.8,8.54,4.19,High
Office,33,10.8,52,8899,7.4,4.9,75.3,4.78,3.66,High
Office,47,16.6,39.4,11272,7.5,5.1,68.2,3.4,3.75,High
Remote,42,17.8,45.6,12920,4.3,6.2,70.4,6.53,3.61,High
Remote,40,16.1,41.8,11694,5.4,6.9,81.3,6.03,2.72,High
Remote,44,17.9,35,12501,7.3,6.4,89.9,4.27,4.73,Medium
Hybrid,41,17.2,42.6,10682,5.9,3.7,71.1,3.81,2.49,High
Office,40,16.9,44,10233,7,7.1,73.2,3.24,3.75,High
Remote,40,14.8,41.2,11729,4.3,3.8,63.6,7.14,1.61,High
Office,23,2,56.5,7289,7.6,0.7,66.2,1.81,2.51,High
Office,28,4.6,41.4,7660,7,1.7,79.4,2.43,2.14,High
Remote,36,14.9,48.7,11187,6,1.7,74.2,7.35,1.18,High
Office,35,13,51.1,9231,5.3,5.6,62.2,4.22,1.65,High
Hybrid,38,14.3,39.6,10845,7.9,6.8,79.2,5.31,4.36,High
Remote,42,16,38.8,11600,5.2,7.9,60.4,7.91,2.48,High
Office,27,3.9,52.5,6597,5.8,0.9,73.7,3.71,1.46,High
Hybrid,30,8.9,44.1,9492,5.6,4.8,76.1,2.98,1.54,High
Office,23,1.6,43.6,6299,6,6.3,72.8,3.49,3.64,High
Office,43,20.1,51.4,11488,6,4.8,96.9,2.52,5.06,Medium
Office,41,12.8,52.6,9519,4,3.5,69.2,2.49,2.02,High
Remote,21,0,39.2,6793,6.3,6.6,63,4.5,3.64,High
Remote,34,9.1,34.7,10180,6.6,5.4,72.3,7.03,3.19,High
Office,34,9.2,40.4,7430,7.6,4.8,73.1,2.68,4.42,High
Remote,37,15.7,46.4,11388,6.4,1.6,94.2,6.56,1,High
Office,23,1.7,60,5660,6.6,6,47.7,2.71,2.93,High
Remote,43,20.6,45.6,12705,6.7,3.6,76.2,7.7,1.87,High
Remote,24,2.5,42,8484,6.3,4,98.8,6.76,2.49,High
Hybrid,34,11.9,48.7,9265,6.7,6.1,85.3,3.39,4.31,High
Office,31,9.8,49.3,8406,6.8,5.4,77.5,3.99,3.78,High
Hybrid,27,3.7,45.4,8002,6.6,3.6,79.4,3.67,3.29,High
Remote,33,8.3,45.9,9787,7.9,4.3,70.2,6.41,3.71,High
Remote,22,0.6,45.3,7906,5.3,3.6,66.2,4.89,2.24,High
Hybrid,30,6,47,8345,5.2,5.7,71.8,3.81,2.83,High
Office,33,11,54.6,9577,6.1,3.9,64.4,2.16,4.3,High
Office,31,8.9,50.5,8801,7.6,6,87,1.66,4.93,Medium
Office,33,7.6,48.9,8024,5.4,3.8,66.6,3.17,1.45,High
Remote,35,13.7,35,10361,6,2.2,73.1,5.15,2.5,High
Hybrid,21,0,45.1,7214,6.8,5.3,77.4,5.34,3.9,High
Remote,37,11.1,46.9,10355,6.8,2.4,71.3,4.6,2.71,High
Office,51,28.6,43.2,13561,7.4,5.3,63.9,3.13,3.48,High
Office,31,9,54.9,9041,6.3,6.5,63.7,4.97,3.38,High
Hybrid,38,16.5,46,10923,6.4,4.8,76.5,5.91,3.08,High
Office,28,6.1,56,7016,6.1,2.8,75.3,3.03,2.11,High
Hybrid,38,15.8,39.2,12014,5.6,5.6,60.2,5.26,1.75,High
Office,32,6.7,59,7730,6.4,1.1,61.9,3.79,2.2,High
Remote,43,19.8,45.7,13513,7,7.5,82.9,6.81,3.82,High
Hybrid,36,14.8,41.8,10344,9,6.4,77.6,4.79,5.21,Medium
Hybrid,27,4.9,48.1,7966,8,6,74.2,3.34,4.8,Medium
Remote,33,9.8,48.3,9101,6.2,7.9,71.9,6.19,3.53,High
Remote,41,15,40,11596,5.1,7.9,63.5,7.72,3.77,High
Office,43,15,43.1,11161,7.1,6.1,73.3,1.29,4.07,High
Hybrid,28,5.2,46.7,7940,6.9,7.4,66.5,4.38,3.84,High
Office,34,9.4,48.3,8348,6.3,3.4,50.8,2.96,4.16,High
Remote,31,6.5,44.6,8887,5.9,5,63,7.08,2,High
Office,28,7,52.1,7011,6.2,6.2,75.7,1.1,4.04,High
Hybrid,21,0,49.2,5854,7.4,4.7,55.5,2.91,3.56,High
Office,45,22.4,46.5,12199,7.7,7.6,69.6,3.45,5.5,Medium
Remote,37,14.2,49.5,12519,8.8,4.6,76.4,5.67,4.35,High
Office,35,9.2,43.1,9063,8.2,2.8,89,1.81,3.44,High
Office,30,8.4,57.4,8997,5.1,4.3,56.6,3.95,1.95,High
Hybrid,34,9.3,42.7,9916,6.3,5.1,71.2,4.28,2.95,High
Remote,32,9.8,35.8,10631,4.6,5.5,62.5,5.82,3.21,High
Hybrid,23,1.3,48.1,6785,5.3,8.5,74.8,5.24,3.77,High
Remote,47,20.4,35.5,12913,6.3,5.4,78.2,6.37,2.89,High
Remote,39,12.2,40.4,10034,6.3,7.4,66.3,4.41,4.23,High
Remote,22,0.8,37.9,7304,7.7,6.5,66.8,7.87,4.39,High
Office,35,8.6,42.3,8548,5.1,4.9,76.3,2.37,3.72,High
Office,29,7.3,59.7,6908,4.2,4.8,75,3.08,1.07,High
Office,42,16.6,44.2,10292,6.8,8.1,59.8,1.96,4.71,Medium
Hybrid,23,1.8,37.8,8021,6,8.2,59.2,3.71,4.19,High
Office,40,17.6,49,10596,5.7,5.3,58.1,3.01,3.53,High
Hybrid,26,4.5,43.1,7217,7.5,5.9,78.8,3.22,5.06,Medium
Remote,29,5.6,40.3,8412,7.1,2.5,82.8,6.75,2.21,High
Remote,28,6.2,45.8,8645,6.5,3.8,70.1,8.59,2,High
Remote,30,8,44.9,9575,6.4,3.9,79.6,9.07,3.07,High
Remote,41,14.1,36.1,11677,6.2,4.8,58.6,7.33,1.78,High
Hybrid,22,0.8,41,7400,8,3.9,75.2,3.86,4.1,High
Remote,21,0,42.5,6636,5.8,4,74.1,7.66,3.35,High
Office,28,6.6,37.6,8489,6.2,2.1,79.5,2.1,2.67,High
Remote,35,8.7,30,9225,7.3,6.9,55.6,8.75,3,High
Office,30,5.5,48.1,7259,5.4,6,75,3.36,4.15,High
Remote,39,10.8,31.3,10841,6.4,3.3,69.6,6.86,2.53,High
Office,28,5.8,49.2,7342,6.8,3.5,75.8,2.63,2.36,High
Remote,32,10.4,40.2,10246,7.3,6.7,69,6.26,4.95,Medium
Office,27,4.8,55.8,7936,7.2,1.4,74.1,1.68,3.26,High
Office,33,7.6,38.6,8285,5.6,8.6,69.4,1.9,5.06,Medium
Office,30,7.5,46.6,7730,6.3,5.6,90,4.16,2.84,High
Remote,21,0,48.8,7002,5.9,6.7,59.2,3.69,2.89,High
Remote,28,5.8,52.5,8530,4.6,5.8,61.2,7.71,2.74,High
Office,44,22.5,51.5,11663,5.7,1.4,65.8,4.37,2.5,High
Office,32,9.5,47.8,7789,6.1,4.1,70.7,2.52,2.44,High
Remote,39,11.9,47.2,10560,6.7,5.4,65.7,7.61,2.22,High
Office,34,10.4,47.6,9090,5.4,3,58.6,3.48,1.87,High
Hybrid,21,0,39.3,6550,6,6.6,74.2,2.96,4.45,High
Office,28,6.7,36.3,7777,4.9,4,69.1,2.53,2.38,High
Hybrid,29,6.8,38.6,7959,5.1,1.5,60.4,4.06,2.82,High
Office,30,8.7,47.9,8376,5.3,4.4,62.6,2.82,2.78,High
Remote,29,5.2,37.8,8275,7.1,3.9,68.9,5.31,3.08,High
Office,35,8.7,50.7,8684,5,3.1,68.4,2.05,3.4,High
Hybrid,27,3.7,42.8,7704,5.8,3.9,63.9,6.63,2.59,High
Remote,42,20.8,42.8,13105,6.7,8.2,80.9,6.8,3,High
Hybrid,29,6.5,41.3,7937,8,1.9,80,3.74,2.81,High
Remote,33,9.5,39.8,9490,5.9,5.4,75.4,4.83,4.02,High
Hybrid,29,5.4,48.8,8444,7.2,7.5,76.1,3.51,4.67,Medium
Remote,28,5.8,41.2,8490,6.6,6.5,68.2,6.11,3.74,High
Hybrid,34,9.7,43.6,8989,4.9,1.6,63.6,6.1,0.88,High
Office,21,0,48.8,6262,4.7,2.3,64.1,1.83,1.97,High
Office,21,0,43.4,6070,6.7,3,65,3.31,3.22,High
Office,23,1.5,39,6743,7.9,3.6,74.8,3.02,2.71,High
Remote,24,1.8,43.4,7796,6.5,5.2,56.2,4.38,3.02,High
Office,33,7.6,45.5,7506,5.2,7.2,59.2,2.67,4.9,Medium
Remote,41,14.8,40.7,11176,5.4,3.7,88.9,7.05,2.06,High
Remote,22,0.9,36.3,6594,6.9,7.4,68.9,6.08,3.48,High
Remote,36,9.6,43.9,9401,8.6,5.7,73.8,4.91,5.16,Medium
Hybrid,31,7,47.6,8234,6.8,6.1,61.9,5.9,2.56,High
Office,41,17.8,49.8,10585,5.5,6.7,69.6,4.56,3.22,High
Office,43,14.9,54.1,9841,6.1,10,83.7,2.86,5.62,Medium
Hybrid,38,16.6,47,10657,4.9,6.6,50.1,5.55,1.54,High
Office,33,9.4,51,9113,5,2,57.1,2.13,2.29,High
Remote,42,20.7,33,12484,7.3,6.6,80,8.41,3.45,High
Office,32,9.3,30,8070,4.6,4.3,71.9,2.33,3.63,High
Remote,21,0,38.4,6618,5.7,2.8,54.6,6.39,2.4,High
Hybrid,32,8.4,49.4,8437,4.7,4.7,78,4.94,2.34,High
Remote,38,10.6,40.3,10821,7.1,3.4,79.8,5.84,1.63,High
Remote,21,0,45.6,7716,6.4,1.6,70.4,4.89,2.75,High
Office,35,9.2,40.9,8670,7.8,3.1,59.9,1.53,3.86,High
Remote,38,13.1,46.3,10841,9,5.6,79,8.61,2.79,High
Office,30,6.3,37.7,7290,7.7,3.4,80.1,3.35,4.25,High
Remote,37,12.3,49,11297,5.2,1.4,61.6,6.89,0.18,High
Hybrid,31,6.5,40.3,8293,7,1.3,84.4,4.31,2.45,High
Remote,28,5,42.8,7926,5.2,4.5,82.5,7.96,1.45,High
Office,34,12,43.6,8792,7.9,3.1,75,3.87,4.26,High
Remote,38,12.1,36.3,10446,6.4,7.1,61.7,4.81,4.42,High
Office,43,16.5,49,11123,6.5,6.5,60,2.66,3.61,High
Office,35,12.6,42.7,8769,6.7,6.2,79,3.45,3.43,High
Remote,32,7.7,50.1,9981,6.5,4,90.7,5.02,4.07,High
Office,33,8.6,46.2,8779,6,2.1,72.6,3.56,3.84,High
Remote,37,11.6,50.9,10978,4.2,6.2,44.7,4.79,2.23,High
Office,21,0,53.9,5999,4,3.9,63.8,2.5,1.29,High
Office,29,5.3,45.7,7457,6.3,6.2,87.9,3.4,2.15,High
Hybrid,38,12.7,44.6,10416,7.4,6.5,72.2,4.85,4.58,Medium
Hybrid,43,15.1,37.5,12116,5.7,5.9,72.3,4.75,3.35,High
Hybrid,39,11.6,36.5,10406,7.6,6.1,78.2,4.23,3.94,High
Hybrid,27,4.9,44.9,8096,5.1,1.9,76.5,4.54,1.42,High
Office,36,11.1,54.8,8833,7.3,1.4,61,2.87,3.82,High
Remote,36,10.2,33.1,9130,7.4,5.9,64,7.78,2.62,High
Office,25,3.8,51.3,6913,6.3,7.8,80,2.58,4.21,High
Remote,27,5.7,37,8071,6.4,2.8,58.5,5.49,2.5,High
Remote,39,15.9,42.1,11450,5.8,4.4,73,6.47,2.16,High
Remote,25,3.5,30.4,8597,5,0.9,75.1,6.17,0.92,High
Office,32,10.2,46.8,8871,8.6,3.4,66.1,2.54,5.56,Medium
Hybrid,34,13,42.5,9790,6.6,5.2,64.3,3.41,3.68,High
Remote,26,3.1,42.2,8878,7,3.7,71.5,7.82,2.41,High
Office,30,8.9,47.7,8176,4.3,7.7,47,3.62,3.64,High
Hybrid,27,5.8,46.4,8047,6.4,6.1,75.5,3.63,4.79,Medium
Remote,36,13.6,46.1,10116,7.1,5.3,66.9,8.02,4,High
Remote,44,19.8,45.4,12557,4.8,6.9,70.5,6.58,1.32,High
Remote,44,15.4,38.5,11611,5.7,4.4,79.3,7.39,2.93,High
Office,37,13.4,42.3,9746,6,3.9,54.7,1.67,2.53,High
Remote,32,10.8,34.9,10052,7.8,5,84.7,6.31,3.59,High
Remote,39,15.2,41.5,12009,6.4,4.5,69.4,7.6,2.49,High
Office,28,5.5,44.2,7982,6.9,4.7,83,3.09,3.33,High
Remote,43,14.5,41.6,11347,6.1,6.2,61.4,8.55,2.04,High
Remote,26,3.2,47.2,7727,5.5,5.5,65.1,7.52,2.13,High
Office,28,5.8,52.4,6877,5.4,7.5,63.9,3.14,3.27,High
Hybrid,36,9.9,55.2,9141,6.2,7.8,58.6,3.83,4.38,High
Hybrid,36,14.4,51.4,10451,6.6,2.1,78.8,2.54,2.33,High
Remote,21,0,47.2,6548,5.6,0,68.8,7.61,0.12,High
Remote,46,15.6,42.2,11835,6.7,7.6,78.7,5.54,4.01,High
Office,35,11.7,34,9573,5.7,5.7,51.1,2.3,2.87,High
Office,42,18.7,42.9,11211,5.9,5.9,79.3,4.31,3.24,High
Remote,32,10.6,37.5,10532,6.3,4.8,78.7,7.24,3.44,High
Remote,35,13.7,45.7,10687,7,3.6,80.6,7.28,1.69,High
Hybrid,44,14.5,44.3,10626,6.9,6.4,73.1,4.42,4.25,High
Office,29,6.8,56.6,7209,6.4,4.3,67.7,3.31,2.55,High
Hybrid,36,13.9,41.7,9906,6.1,4,70.1,4.41,2.39,High
Remote,28,5.1,40.8,8772,6.2,5.7,74,6.25,3.3,High
Remote,42,20.9,47.9,12839,7.2,7.5,60.2,8.22,3.11,High
Hybrid,34,8.1,49.3,8878,6.4,7,79.9,3.07,4.72,Medium
Hybrid,28,5.4,46.8,8160,5.9,4.6,59.1,4.89,3.82,High
Hybrid,33,8.9,45.9,8944,8.2,5.9,90.2,4.34,3.76,High
Remote,22,0.6,43.8,7167,6.4,5.7,70,8.49,2.59,High
Office,51,18.5,52.1,11449,9,4.9,66.9,2.62,3.67,High
Office,29,5.8,47.8,7536,6.8,2,62.5,2.74,3.38,High
Office,26,3.4,59.8,6171,5.4,6.7,60,3.71,4.42,High
Hybrid,25,3.5,45.8,7025,7.3,3.8,77.9,5.16,3.84,High
Hybrid,29,6.8,42.4,7663,7,3.5,66.6,4.01,2.15,High
Hybrid,32,6.8,48.7,8254,7.8,7.8,67.8,4.5,6.34,Medium
Office,38,15.1,46.9,10064,5.5,3.7,74.2,2.04,2.88,High
Remote,34,12.7,49.2,10262,7.1,6.2,66.2,6.63,3.19,High
Office,37,14.8,39,10568,5.9,6.1,48.5,3.63,4.37,High
Remote,21,0,45.5,6689,5.3,4.3,66.2,6.51,2.15,High
Remote,37,14.4,46,11639,6.2,3.9,65.5,6.52,2.54,High
Hybrid,38,11.8,41.3,10514,5.8,2.7,65.2,2.7,3.15,High
Remote,24,2.2,34.7,7494,8.6,2.4,66.5,7.52,2.42,High
Office,35,13.1,41.2,9331,7.5,3.2,67.8,2.89,3.43,High
Hybrid,40,15,45.1,9946,9,4.4,74.1,2.98,3.88,High
Office,36,12.7,45.8,9798,4.6,7.8,60.3,3.74,2.81,High
Remote,34,12.1,51.6,9991,6.3,5.3,78.9,4.58,5.49,Medium
Remote,32,10.4,37.5,10272,6,7.2,100,6.15,3.65,High
Office,34,10.3,42.8,8641,6.9,8.1,85.7,2.26,4.79,Medium
Hybrid,33,11.3,42.5,8968,6.7,4.2,75.4,3.92,3.49,High
Office,38,16.9,46.8,11236,8.5,3,78.8,1.36,3.76,High
Remote,35,11.9,44.6,10299,6,7.4,68.9,7.12,4.08,High
